项目id,项目名称,地址,城市,8月项目下智能屏理论点位数,日期,排片点位数,刊挂总时常
24776,滨江南肖埠文景苑,凤起东路53号,杭州,27,2019/4/15,27,1250
25015,杭州华门商务中心,教工路123号,杭州,12,2019/4/15,12,540
25259,求是大厦,教工路6号,杭州,5,2019/4/15,5,180
25275,国际花园写字楼,天目山路160号,杭州,13,2019/4/15,12,985
25312,瑞祺大厦,莫干山路425号,杭州,1,2019/4/15,1,30
26312,凯旋门商业中心,庆春路11号,杭州,2,2019/4/15,2,150
26370,杭州花港海航度假酒店,杨公堤1号,杭州,5,2019/4/15,5,165
26732,农发大厦,武林路437号,杭州,1,2019/4/15,1,60
27454,杭州海外海通信大厦,上塘路386号,杭州,1,2019/4/15,1,60
27545,赞成宾馆,梅花碑路8号,杭州,1,2019/4/15,1,75
27555,东方豪生大酒店,艮山西路288号,杭州,2,2019/4/15,2,30
29810,百脑汇科技大厦（杭州）,教工路23号,杭州,28,2019/4/15,28,1955
29983,诚信大厦,建国北路236号,杭州,4,2019/4/15,4,320
30131,城建综合大楼,清泰街563号,杭州,3,2019/4/15,3,279
30334,东门大厦,艮山西路78号,杭州,3,2019/4/15,3,265
31792,新城市广场,秋涛北路83号,杭州,20,2019/4/15,20,1730
31861,黄龙世纪广场,杭大路1号,杭州,24,2019/4/15,24,1770
31895,中针商务楼,秋涛路18号,杭州,5,2019/4/15,5,543
32019,水星阁小区,环城北路173号,杭州,6,2019/4/15,6,480
32097,浙商大博士楼,学院路212号,杭州,4,2019/4/15,4,305
32956,红石中央大厦,潮王路225号,杭州,34,2019/4/15,29,510
33006,湖畔大厦,文一西路172号,杭州,2,2019/4/15,2,60
33319,萧山国际商务中心,金城路458号,杭州,44,2019/4/15,44,1980
33376,昌地火炬大厦,文三路259号,杭州,11,2019/4/15,11,785
34301,中兴大厦_杭州,江晖路1757号,杭州,6,2019/4/15,6,555
34328,国都发展大厦,朝晖路182号,杭州,10,2019/4/15,10,720
34571,阳光都市财富中心,环城北路63号,杭州,21,2019/4/15,21,1680
34577,华星科技大厦,文三路477号,杭州,9,2019/4/15,9,675
34654,海华广场,建国北路658号,杭州,25,2019/4/15,24,1755
34776,清波商厦商务楼,西湖大道259号,杭州,3,2019/4/15,3,324
34980,杭州日报大楼、杭州新闻大厦,体育场路218号,杭州,1,2019/4/15,1,60
35108,泰富写字楼,通惠中路17号,杭州,2,2019/4/15,2,60
35153,太古广场,金城路451号,杭州,2,2019/4/15,2,90
35184,东方威尼斯(杭州),文二路387号,杭州,4,2019/4/15,4,140
35196,吴山商务综合楼,惠民路75号,杭州,1,2019/4/15,1,75
35662,富春大厦,清泰街507号,杭州,1,2019/4/15,1,75
35810,新华坊,凤起路88号,杭州,6,2019/4/15,6,390
36335,华东医药大楼,中山北路439号,杭州,1,2019/4/15,1,75
36446,金衙庄大厦,解放路26号,杭州,1,2019/4/15,1,75
36463,龙禧创业中心,信诚路33号,杭州,3,2019/4/15,3,255
36544,康新花园,文三路569号,杭州,1,2019/4/15,1,60
36579,圣都公寓,德胜路377号,杭州,5,2019/4/15,5,375
36608,世贸广场写字楼,市心中路819号,杭州,2,2019/4/15,2,60
36629,联强大厦,文三路249号 ,杭州,24,2019/4/15,24,1770
36644,浙江世界贸易中心写字楼,曙光路122号,杭州,7,2019/4/15,7,210
36725,远洋大厦,庆春路25号,杭州,2,2019/4/15,2,150
36831,萧山天宝大厦,市心中路588号,杭州,2,2019/4/15,2,90
36897,耀江文欣苑,文二路195号,杭州,17,2019/4/15,17,1010
37093,颐高创业大厦,黄姑山路29号,杭州,41,2019/4/15,41,3045
37128,中北花园,中山北路600号,杭州,3,2019/4/15,3,210
37325,钱塘人家,清江路310号,杭州,2,2019/4/15,2,204
37345,三华园都市公寓,凤起路294号,杭州,10,2019/4/15,10,935
37370,铭扬大厦,解放路18号,杭州,1,2019/4/15,1,75
37499,新大集团,江晖路1888号,杭州,4,2019/4/15,3,270
37544,新世纪大厦(杭州）,密渡桥路15号,杭州,8,2019/4/15,8,210
37642,永通信息广场,环城北路141号,杭州,13,2019/4/15,13,990
37680,中融城市花园,天目山路224号,杭州,12,2019/4/15,12,1125
37709,中闽大厦（杭州）,郭东园巷8号,杭州,19,2019/4/15,19,1710
37777,稻香园耀江高层,潮王路167号,杭州,1,2019/4/15,1,15
37804,元天科技大楼,江南大道3778号,杭州,17,2019/4/15,14,1230
38404,良时期货大楼,河东路91号,杭州,2,2019/4/15,2,180
38455,星都嘉苑,建国北路705号,杭州,17,2019/4/15,17,1240
38494,雪峰大厦,清泰街346号,杭州,22,2019/4/15,22,1950
38550,永泰丰广场,市心北路297号,杭州,24,2019/4/15,24,985
39080,银都大厦,德胜路385号,杭州,39,2019/4/15,39,1260
43378,华龙商务大厦,莫干山路110号,杭州,6,2019/4/15,6,420
43504,天汇园(杭州),金城路409号,杭州,4,2019/4/15,4,120
43644,立元大厦,教工路88号,杭州,39,2019/4/15,39,2865
43650,郡亭写字楼,之江路932号,杭州,3,2019/4/15,3,225
43657,郡亭商住楼,之江路932号,杭州,5,2019/4/15,5,450
43727,元茂大厦,文二西路1号,杭州,44,2019/4/15,44,1505
43729,凯喜雅大厦,体育场路105号,杭州,29,2019/4/15,28,2155
45580,通宝大厦,环城北路10号,杭州,14,2019/4/15,14,1105
45873,越都商务大厦,中山北路632号,杭州,7,2019/4/15,7,540
47034,万华国际大酒店,香积寺东路60号,杭州,2,2019/4/15,2,30
47754,金海香滨湾,杭海路878号,杭州,41,2019/4/15,41,1200
47927,嘉联华铭座,建国北路586号,杭州,25,2019/4/15,23,1680
48325,东软科技大厦,文三路90号,杭州,26,2019/4/15,26,1875
48340,之俊大厦_杭州,凤起路96号,杭州,1,2019/4/15,1,75
48822,西港新界,振华路206号,杭州,27,2019/4/15,27,1185
49563,凤起商务大厦,凤起路179号,杭州,28,2019/4/15,3,285
50493,元丰钛合国际,朝晖路168号,杭州,48,2019/4/15,48,3600
52591,幸福里小区,丰庆路855号,杭州,35,2019/4/15,35,1050
54482,源越大厦,南环路3720号,杭州,25,2019/4/15,25,2235
54954,白马大厦_杭州,密渡桥路8号,杭州,2,2019/4/15,2,30
55161,越界锦和大厦,庆春路87号,杭州,10,2019/4/15,9,820
56603,天科大厦,黄姑山路9号,杭州,1,2019/4/15,1,60
56631,知稼苑,金城路408号,杭州,2,2019/4/15,2,60
56954,银泰百货庆春店,景昙路18号,杭州,23,2019/4/15,23,1420
57177,望江公寓写字楼,望江路93号,杭州,6,2019/4/15,6,774
57462,西湖综合大楼,体育场路596号,杭州,2,2019/4/15,2,100
57470,汇通大厦(杭州),金惠路358号,杭州,4,2019/4/15,4,120
58371,西房大厦,学院路151号,杭州,6,2019/4/15,5,360
58458,龙禧BOSS港,南环路4281号,杭州,4,2019/4/15,4,300
58954,联合大厦,紫荆花路2号,杭州,18,2019/4/15,15,570
59016,瑞都嘉里酒店,文辉路356号,杭州,1,2019/4/15,1,45
59858,南苑·发展大厦,世纪大道158号,杭州,2,2019/4/15,2,90
60226,江南九鼎大厦,滨新路599号,杭州,2,2019/4/15,2,150
61456,卓信大厦,南环路3280号,杭州,7,2019/4/15,7,675
62216,裕华大厦AB座,振华路196号,杭州,7,2019/4/15,7,465
62243,东联大厦_杭州,建国路336号,杭州,4,2019/4/15,4,300
62411,萧山商会大厦,金城路185号,杭州,63,2019/4/15,63,3645
62417,西鉴枫景,竞舟路21号,杭州,18,2019/4/15,18,780
62475,长城大厦（杭州）,雷霆路60号,杭州,9,2019/4/15,9,855
62480,凤凰城商住楼,秋涛路28号,杭州,4,2019/4/15,4,360
62482,凤凰中心,秋涛路28号,杭州,3,2019/4/15,3,225
62484,爱丁堡假日酒店,秋涛路28号,杭州,2,2019/4/15,2,150
62486,汇智地,南环路4280号,杭州,2,2019/4/15,2,150
62565,今日嘉园,文一路188号,杭州,6,2019/4/15,6,315
62817,浙江中小企业大厦,文三路553号,杭州,2,2019/4/15,2,120
63505,天堂软件园,西斗门路3号,杭州,8,2019/4/15,8,240
63716,美都广场,莫干山路789号,杭州,6,2019/4/15,6,375
63805,拓森科技园,长河路351号,杭州,6,2019/4/15,6,510
63883,滨江万家花城二期,萍水街400号,杭州,57,2019/4/15,57,2690
64127,滨江新城时代广场,凤起东路189号,杭州,24,2019/4/15,24,1840
64625,芳满庭,丰潭路368号,杭州,22,2019/4/15,22,1085
64797,丁桥新城广场,紫丁香街151号,杭州,12,2019/4/15,12,390
64845,景洲公寓,兴业街126号,杭州,24,2019/4/15,24,360
64957,科达投资大厦,信诚路555号,杭州,46,2019/4/15,45,4035
65076,建华PARK电商园,上塘路958号,杭州,15,2019/4/15,15,1185
65462,紫金广场,古墩路701号,杭州,6,2019/4/15,6,90
65644,宏程国际大厦,剧院路358号,杭州,6,2019/4/15,6,500
65646,宜家时代大厦,广丰街101号,杭州,13,2019/4/15,13,945
65683,天亿大厦,古墩路819号,杭州,3,2019/4/15,3,45
65685,蓝海时代国际大厦,益乐路39号,杭州,52,2019/4/15,49,1290
65719,现代名苑,绍兴路183号,杭州,3,2019/4/15,3,240
65960,新安铭苑,机场里街45号,杭州,14,2019/4/15,14,370
65980,水岸雅苑,尧典桥路122号,杭州,4,2019/4/15,4,140
66456,汽轮国际大厦,庆春东路68号,杭州,5,2019/4/15,4,195
66883,逸天广场,东信大道290号,杭州,3,2019/4/15,2,150
67111,裕都大楼,古墩路11号,杭州,3,2019/4/15,3,165
67113,西溪君逸汇,留下街125号,杭州,4,2019/4/15,4,90
67127,五福天星龙大厦,凤起东路358号,杭州,46,2019/4/15,46,4255
67196,柏悦轩,滨盛路1870号,杭州,1,2019/4/15,1,75
67258,浙江经协发展大厦,白石路258号,杭州,2,2019/4/15,2,120
67329,潮王公寓,潮王路6号,杭州,10,2019/4/15,10,860
67458,在水一方(杭州),富春路118号,杭州,4,2019/4/15,4,468
67855,印象城,古墩路588,杭州,2,2019/4/15,2,30
67926,江枫苑,凤山桥直街13号,杭州,6,2019/4/15,6,762
67934,西溪创意大厦,文二西路718号,杭州,1,2019/4/15,1,35
68311,置地大厦,金城路77号,杭州,37,2019/4/15,37,2145
68344,新安嘉苑,古墩路12号,杭州,19,2019/4/15,19,1395
68377,通润银座,西湖大道85号,杭州,4,2019/4/15,4,360
68696,滨江金色蓝庭,文一西路18号,杭州,12,2019/4/15,12,360
69409,大浒东苑,双绍路76号,杭州,33,2019/4/15,33,1335
69636,三里家园,尧典桥路192号,杭州,29,2019/4/15,29,1015
69648,天成嘉苑北苑,天城路212号,杭州,14,2019/4/15,14,415
69770,金鹭银座,通惠中路688号,杭州,2,2019/4/15,2,60
69776,东方商务会馆,江陵路601号,杭州,6,2019/4/15,6,165
69836,赞成太和广场,钱江路58号,杭州,23,2019/4/15,23,1971
69906,神州红树林花园,天城路233号,杭州,11,2019/4/15,11,370
70212,海越大厦,丹枫路788号,杭州,6,2019/4/15,6,105
70216,数娱大厦,文一西路98号,杭州,5,2019/4/15,4,135
70220,盛德欣苑,德胜巷82号,杭州,4,2019/4/15,4,120
70321,电子商务大厦,文三西路118号,杭州,5,2019/4/15,5,150
70629,盾安发展大厦,泰安路239号,杭州,2,2019/4/15,2,30
70719,名城大厦（杭州）,育才北路485号,杭州,3,2019/4/15,3,135
70728,华都兰庭写字楼,文二路138号,杭州,2,2019/4/15,2,60
71109,紫金港商务大厦,古墩路656号,杭州,1,2019/4/15,1,15
72204,丽阳苑,申花路389号,杭州,9,2019/4/15,9,255
72427,金色城品,西湖大道149号,杭州,4,2019/4/15,4,360
72431,莱茵达大厦,文三路535号,杭州,1,2019/4/15,1,60
72612,西子阳光星城,四号大街15号,杭州,21,2019/4/15,21,315
72687,菲斯泰尔酒店,朝晖路211号,杭州,1,2019/4/15,1,45
72721,文欣大厦杭州,文二路207号,杭州,3,2019/4/15,3,130
73300,和瑞科技广场,长河路475号,杭州,10,2019/4/15,10,750
73310,中茵大厦杭州,文三路453号,杭州,1,2019/4/15,1,90
73436,杭州新传媒产业大厦,新塘路58号,杭州,66,2019/4/15,66,5790
73438,新业大厦（杭州）,新塘路78号,杭州,35,2019/4/15,35,3135
73656,大都文苑风情,下沙3号路3号,杭州,18,2019/4/15,18,450
73927,杭州电子商务产业园,翠栢路7号,杭州,5,2019/4/15,5,380
74680,和顺风尚蓝湾,西浦路1569号,杭州,8,2019/4/15,8,600
74697,尚筑金座,秋涛路296号,杭州,45,2019/4/15,45,1820
75269,滨文苑小区,滨文路481号,杭州,36,2019/4/15,36,3120
75335,恒策西城时代中心,登云路518号,杭州,82,2019/4/15,82,3405
75366,华顺大厦（杭州）,佑圣观路128号,杭州,3,2019/4/15,3,294
75705,美亚大厦,世纪大道1号,杭州,51,2019/4/15,51,2955
75748,现代之星,绍兴路337号,杭州,6,2019/4/15,4,240
75783,尊宝大厦,市民街98号,杭州,133,2019/4/15,131,9615
75794,铭鑫大厦,三新路158号,杭州,49,2019/4/15,49,4375
76159,杭州朗郡庭园,横桥路105号,杭州,63,2019/4/15,63,1950
76176,八方杰座大厦,临平南大街263号,杭州,14,2019/4/15,11,600
76414,天际大厦,天目山路181号,杭州,6,2019/4/15,6,390
76845,浙江环球中心,西湖文化广场32号,杭州,3,2019/4/15,3,225
76956,紫荆大厦（杭州）,紫荆花路386号,杭州,3,2019/4/15,3,45
77156,乐富智汇园,祥园路28号,杭州,10,2019/4/15,10,600
77632,兴合大厦,复兴路88号,杭州,2,2019/4/15,2,150
77950,黄龙时代广场,万塘路18号,杭州,4,2019/4/15,3,180
78006,赞宇大厦,古墩路702号,杭州,6,2019/4/15,6,90
78271,水印康庭写字楼,白石巷386号,杭州,1,2019/4/15,1,60
78554,东方红街,新风路318号,杭州,39,2019/4/15,39,2895
78561,萧山宁安大厦,市心北路156号,杭州,26,2019/4/15,26,990
78793,西湖花苑,环城西路18号,杭州,3,2019/4/15,3,265
79007,中南国际大厦,江南大道1088号,杭州,5,2019/4/15,4,315
79025,南北西岸花园,昼锦街12号,杭州,34,2019/4/15,34,2500
79161,复地北城中心,莫干山路1165号,杭州,2,2019/4/15,2,120
79202,文物大楼,东坡路66号,杭州,3,2019/4/15,3,260
79204,瑞鼎大厦,振华路200号,杭州,6,2019/4/15,6,270
79242,广源科技楼,东新路江南巷11号,杭州,2,2019/4/15,2,120
79883,水湘苑,昙花庵路98号,杭州,16,2019/4/15,16,435
79891,先锋科技大厦,伟业路298号,杭州,7,2019/4/15,7,600
80382,康恩贝大厦(杭州),江南大道288号,杭州,3,2019/4/15,3,45
80482,潮人汇大厦,江南大道3672号,杭州,1,2019/4/15,1,75
80561,锦都世家,清江路166号,杭州,14,2019/4/15,14,1638
81570,古运大厦,古运路87号,杭州,4,2019/4/15,4,285
81572,杭钢冶金科技大厦,天目山路294号,杭州,3,2019/4/15,2,120
81661,钱龙大厦,江汉路1786号,杭州,2,2019/4/15,2,150
81888,元华旺座,新塘路56号,杭州,29,2019/4/15,29,2610
81923,聚落五号创意产业园,艮山支路5号,杭州,4,2019/4/15,4,140
81964,瑞博国际科技大厦,古墩路673号,杭州,15,2019/4/15,15,315
82331,华成国际发展大厦,钱江新城5号,杭州,1,2019/4/15,1,90
82365,金龙大厦,秋水路279号,杭州,5,2019/4/15,5,375
82417,杭州威格科技园,祥茂路16号,杭州,2,2019/4/15,2,150
84247,泰嘉园,莫干山路972号,杭州,1,2019/4/15,1,60
86871,港务新大楼,石祥路356号,杭州,2,2019/4/15,2,120
87228,合生国贸中心,天目山路327号,杭州,6,2019/4/15,6,165
87409,解百新世纪大厦马可波罗滨湖酒店,浣纱路99号,杭州,4,2019/4/15,4,300
87470,国泰大厦,金惠路398号,杭州,5,2019/4/15,5,175
87532,中豪湘座,水湘路339号,杭州,21,2019/4/15,20,630
87666,建华文化创意产业园,七古登路208号,杭州,14,2019/4/15,14,1070
87794,东忠科技,长河路590号,杭州,8,2019/4/15,8,210
87973,星汇大厦,建国北路707号,杭州,5,2019/4/15,5,450
88043,浙江互联网产业大厦,运河东路1号,杭州,2,2019/4/15,2,60
88519,三立时代广场,绍兴路538号,杭州,114,2019/4/15,112,9675
88601,福地创业园,西溪路628号,杭州,2,2019/4/15,2,60
88625,高科技孵化园,6号大街452号,杭州,14,2019/4/15,4,60
88841,华领国际,文二路333号,杭州,4,2019/4/15,4,120
89047,中奥江锦国际,通江路251号,杭州,2,2019/4/15,2,60
89736,博科大厦,西园路9号,杭州,2,2019/4/15,2,60
89857,发展今日嘉园,文一路192号,杭州,1,2019/4/15,1,75
89873,北山大厦,西溪路152号,杭州,18,2019/4/15,17,700
89969,萧山国际创业中心,金城路1068号,杭州,3,2019/4/15,3,90
90041,网新大厦,天目山路226号,杭州,4,2019/4/15,1,60
90047,光明日报综合楼,体育场路474号,杭州,1,2019/4/15,1,60
90104,瑞浩中心,花园岗街186号,杭州,5,2019/4/15,5,390
90106,信雅达,江虹路1750号,杭州,10,2019/4/15,10,750
90158,紫晶大酒店（杭州）,庆春东路78号,杭州,5,2019/4/15,5,75
90160,紫晶大厦（杭州）,庆春东路78号,杭州,2,2019/4/15,2,60
90188,中誉现代城,通惠中路838号,杭州,10,2019/4/15,10,515
90294,沁园雅舍商务楼,机场路163号,杭州,5,2019/4/15,5,210
90460,鹏和大楼,德胜东路8518号,杭州,4,2019/4/15,4,120
90472,云龙公寓_杭州,刀茅巷23号,杭州,18,2019/4/15,18,1675
90479,泰地万新大厦,西湖大道35号,杭州,10,2019/4/15,10,750
90511,浙江外经贸广场综合楼,延安路468号,杭州,3,2019/4/15,2,150
90577,同人广场,古墩路598号,杭州,9,2019/4/15,9,135
90609,雅戈尔大厦赫纳酒店,延安路508号,杭州,1,2019/4/15,1,60
90628,萧然大厦,城河街65号,杭州,4,2019/4/15,4,240
90790,中赢国际,滨和路998号,杭州,4,2019/4/15,4,60
90796,同方国际,秋涛北路223号,杭州,52,2019/4/15,52,3870
90798,万银国际,民心路100号,杭州,5,2019/4/15,5,375
90834,优盘时代,萍水西路82号,杭州,4,2019/4/15,4,60
91000,滨科大厦,西浦路1503号,杭州,1,2019/4/15,1,75
91108,中豪望江国际,望江东路332号,杭州,12,2019/4/15,12,900
91157,新湖商务大厦,西溪路128号,杭州,4,2019/4/15,4,180
91159,瑞晶国际,五星路198号,杭州,2,2019/4/15,2,120
91163,天邑国际商务楼,杭行路143号,杭州,32,2019/4/15,26,525
91216,杭州康华大厦,拱康路100号,杭州,4,2019/4/15,4,180
91256,盛泰时代山,下沙4号大街197号,杭州,4,2019/4/15,4,105
91258,跨境电子商务产业园,长城路22号,杭州,3,2019/4/15,3,180
91260,创新中国产业园,沈家路319号,杭州,2,2019/4/15,2,90
91330,腾虎科技大厦,南环路2952号,杭州,4,2019/4/15,4,345
91387,紫玉名府,凯旋路361号,杭州,9,2019/4/15,9,225
91450,永富大厦,石桥路395号,杭州,4,2019/4/15,4,180
91740,智谷人力资源产业园,钱潮路369号,杭州,2,2019/4/15,2,150
91801,杭州大唐商务大厦,临丁路619号,杭州,7,2019/4/15,3,45
91805,杭州明珠大厦,大关路188号,杭州,7,2019/4/15,7,545
91835,星光国际,江南大道228号,杭州,4,2019/4/15,4,60
91881,通策和睦大厦,登云路427号,杭州,4,2019/4/15,4,300
91984,蕙沣大厦,婺江路333号,杭州,18,2019/4/15,17,1485
92235,秋涛发展大厦,秋涛路238号,杭州,6,2019/4/15,6,180
92386,君尚金座,安业路229号,杭州,4,2019/4/15,4,120
92603,蔚蓝国际,东新路555号,杭州,2,2019/4/15,2,120
92683,体育大厦(远扬大厦),莫干山路268号,杭州,6,2019/4/15,6,360
2000145,王道公园,滨安路1181号,杭州,12,2019/4/15,12,1020
2000323,浙商财富中心,古墩路83号,杭州,30,2019/4/15,30,600
2000361,钱塘航空大厦,市民街66号,杭州,6,2019/4/15,6,360
2000383,北城天地,湖州街568号,杭州,61,2019/4/15,61,4515
2000393,东和时代,江晖路1930号,杭州,4,2019/4/15,4,300
2000458,绿都嘉瑞华庭,金城路1578号,杭州,6,2019/4/15,6,450
2000576,领骏世界,潮王路10号,杭州,6,2019/4/15,6,360
2000590,名城湖左岸,学林街1377号,杭州,14,2019/4/15,14,825
2000602,智汇中心,滨安路1190号,杭州,10,2019/4/15,10,735
2000835,保俶路综合大楼,保俶路117号,杭州,1,2019/4/15,1,110
2000891,锦绣工坊,水门南弄3号,杭州,2,2019/4/15,2,300
2000904,杭州东方大厦,航海路601号,杭州,4,2019/4/15,4,120
2000910,华盛达广场,滨兴路1451号  ,杭州,17,2019/4/15,17,1440
2000988,金润科技园,春波路1517号,杭州,10,2019/4/15,10,840
2001017,新东方国际,江陵路567号,杭州,4,2019/4/15,4,60
2001024,海陆剑桥公社,申花路789号,杭州,14,2019/4/15,14,630
2001052,阅城新座,杭行路50号,杭州,6,2019/4/15,6,360
2001110,海杰德大厦,市心北路828号,杭州,6,2019/4/15,6,180
2001121,中豪五福天地,凤起东路207号,杭州,57,2019/4/15,57,4950
2001145,财富金融中心,解放东路33号,杭州,197,2019/4/15,197,14580
2001159,积家大厦,浦沿路789号,杭州,2,2019/4/15,2,150
2001278,万商汇综合楼,商城中路196号,杭州,2,2019/4/15,2,120
2001360,钱江国际时代广场,城星路111号,杭州,10,2019/4/15,10,750
2001375,城西银泰城,丰潭路380号,杭州,15,2019/4/15,15,435
2001429,铧广科技大厦,沈港路10号,杭州,3,2019/4/15,3,60
2001532,天堂e谷,新文路33号,杭州,14,2019/4/15,14,1050
2001579,绿景国际,石祥路458号,杭州,6,2019/4/15,6,520
2001589,东方丽都,范家路徐家洋路交叉口,杭州,12,2019/4/15,12,420
2001645,新世界财富中心,市心北路108号,杭州,8,2019/4/15,8,240
2001660,美莱商务大厦,莫干山路333号,杭州,9,2019/4/15,9,405
2001675,登云阁,登云路428号,杭州,4,2019/4/15,4,200
2001893,新城大厦（杭州）,银沙路199号,杭州,1,2019/4/15,1,45
2001919,民企发展大厦,富业巷3号,杭州,8,2019/4/15,8,355
2001942,西溪软件园金牛座,高顺路8号,杭州,32,2019/4/15,32,1410
2002137,金通国际大厦,花园岗街113号,杭州,9,2019/4/15,4,225
2002286,帝凯大厦,金城路471号,杭州,21,2019/4/15,21,895
2002310,城发天地,古运路15号,杭州,8,2019/4/15,8,590
2002438,野风现代中心,绍兴路161号,杭州,24,2019/4/15,4,240
2002475,江干区科技创业服务中心,天城路91号,杭州,2,2019/4/15,2,105
2002476,五洲国际广场,余杭塘路799号,杭州,52,2019/4/15,52,1425
2002500,森禾商务广场,杭海路267号,杭州,10,2019/4/15,10,750
2002504,群联大厦,古墩路1247号,杭州,6,2019/4/15,6,345
2002570,百得利大厦,江陵路1780号,杭州,4,2019/4/15,4,225
3007043,康恒大厦,文三西路111号,杭州,1,2019/4/15,1,110
3007076,蓝色霞湾,假山路99号,杭州,26,2019/4/15,26,840
3007113,西湖物资大楼,金祝北路21号,杭州,2,2019/4/15,2,220
3007114,运河东苑,登云路6-8号,杭州,6,2019/4/15,6,480
3007115,西湖新城,中山北路596号,杭州,10,2019/4/15,10,755
3007129,浙报公寓,二圣庙街40号,杭州,4,2019/4/15,4,365
3007147,朝晖苑（杭州）,河东路105号,杭州,7,2019/4/15,7,545
3007148,浙江出版大厦,体育场路347号,杭州,2,2019/4/15,2,150
3007179,中山大厦（杭州）,中山中路115号,杭州,2,2019/4/15,2,234
3007206,平安居,屏风街94号,杭州,8,2019/4/15,8,770
3007211,钱江苑,钱江路580号,杭州,6,2019/4/15,6,720
3007239,沁雅花园,文三西路111号,杭州,15,2019/4/15,15,1425
3007245,东方金座_杭州,岳王路1号,杭州,2,2019/4/15,2,150
3007246,青春坊,长庆街35号,杭州,10,2019/4/15,10,830
3007258,艮山福居,环城北路10号,杭州,6,2019/4/15,6,480
3007261,华门世家,文三路383号,杭州,8,2019/4/15,8,720
3007283,环东公寓,环城东路271号,杭州,6,2019/4/15,6,535
3007289,锦绣文苑,马塍路3号,杭州,9,2019/4/15,9,855
3007299,嘉禾苑,劳动路128号,杭州,8,2019/4/15,8,936
3007320,三华天运花园,秋涛北路252号,杭州,38,2019/4/15,38,1300
3007324,嘉绿西苑,文二西路151号,杭州,8,2019/4/15,8,390
3007468,文欣商务楼,文二路173号,杭州,2,2019/4/15,2,70
3007470,文菁花苑,文一路272号,杭州,4,2019/4/15,4,320
3007606,温馨人家,月明路837号,杭州,60,2019/4/15,60,1710
3007717,月雅苑,2号大街877号,杭州,2,2019/4/15,2,115
3007728,丰乐公寓,佑圣观路207号,杭州,6,2019/4/15,6,702
3007886,中山苑,光复路28号,杭州,8,2019/4/15,8,876
3008334,新月公寓,潮王路299号,杭州,1,2019/4/15,1,30
3008918,三里家园一小区,尧典桥路192号,杭州,4,2019/4/15,4,140
3008928,广景苑,景昙路100号,杭州,10,2019/4/15,10,800
3009120,日森大厦,文一路9号,杭州,2,2019/4/15,2,155
3009600,青春都市公寓,绿景路28号,杭州,10,2019/4/15,10,630
3009657,耀江·文鼎苑,萍水西街195号,杭州,111,2019/4/15,110,3465
3011505,三墩颐景园,董家路60号,杭州,32,2019/4/15,32,2340
3012183,水岸城市花园,环城东路25号,杭州,34,2019/4/15,34,2865
3012218,紫园,凯旋路100号,杭州,14,2019/4/15,14,440
3012238,临江风帆公寓,富春路237号,杭州,4,2019/4/15,4,468
3012644,南苑e家酒店（时信商务楼）,江城路763号,杭州,1,2019/4/15,1,120
3013976,云溪香山南,梦湖路5号,杭州,15,2019/4/15,15,465
3014180,瑞丰格林苑,老浙大横路27号,杭州,7,2019/4/15,7,650
3015525,绿城育华公寓楼,文一西路532号,杭州,6,2019/4/15,6,300
3015815,新城国际_和园,庆和路8号,杭州,18,2019/4/15,18,1665
3015817,新城国际_彩园,庆和路22号,杭州,14,2019/4/15,14,1315
3016250,物美大厦,文一路298号,杭州,7,2019/4/15,7,560
3017487,云溪香山北区,美院南路240号,杭州,29,2019/4/15,29,1000
3017540,都市水乡水秀苑,民意街45号,杭州,39,2019/4/15,39,1155
3017549,丁桥兰苑,惠兰雅路58号,杭州,83,2019/4/15,83,2265
3017607,人和,荆长路1号,杭州,18,2019/4/15,18,795
3017805,近江家园五园,衢江路87号,杭州,12,2019/4/15,12,1353
3017875,天虹公寓,古墩路819号,杭州,29,2019/4/15,29,1125
3017972,北景荷风苑,永清路41号,杭州,41,2019/4/15,41,1230
3018040,吉如家园,通益路77号,杭州,65,2019/4/15,65,4815
3018065,中兴花园,江汉路1688号,杭州,68,2019/4/15,68,5040
3018073,汇盛德堡,九州路19号,杭州,16,2019/4/15,16,240
3018084,邻里人家西苑,长虹路634号,杭州,30,2019/4/15,30,825
3018171,钱塘景苑,伟业路399号,杭州,9,2019/4/15,9,810
3018196,普福公寓,福临街46号,杭州,24,2019/4/15,24,720
3018248,凤凰北苑,秋涛路148号,杭州,19,2019/4/15,19,2043
3018265,明辉花园,兴园路75号,杭州,20,2019/4/15,20,920
3018452,九鼎·名仕顿,屏风街29号,杭州,1,2019/4/15,1,60
3018939,钱江国际商务中心,钱江路8号,杭州,12,2019/4/15,12,1227
3019189,嘉泰馨庭,登云路291号,杭州,37,2019/4/15,37,2900
3020181,钱江四苑,顺福路150号,杭州,22,2019/4/15,22,2195
3020183,浦沿公寓,新浦路102号,杭州,4,2019/4/15,4,285
3021109,江涛阁,东信大道1038号,杭州,12,2019/4/15,12,915
3021331,杭州杭派精品服装市场,杭海路68号,杭州,8,2019/4/15,8,410
3022603,湖畔宽邸,湖畔北街92号,杭州,52,2019/4/15,52,2415
3023235,三里新城梅苑,工农路33号,杭州,6,2019/4/15,6,210
3023276,大家多立方,九华路1号,杭州,55,2019/4/15,55,1650
3023390,魅力之城,九环路39号,杭州,59,2019/4/15,59,2625
3023664,定海园,永庆路137,杭州,59,2019/4/15,59,4520
